id_seccion;dia_semana;hora_inicio;hora_fin
72;MIERCOLES;15:00;18:00
73;SABADO;15:00;17:00
74;SABADO;15:00;17:00
74;LUNES;08:00;11:00
74;MARTES;08:00;11:00
75;JUEVES;09:00;11:00
75;MARTES;19:00;21:00
75;SABADO;13:00;16:00
76;LUNES;11:00;14:00
77;VIERNES;18:00;20:00
77;MIERCOLES;15:00;17:00
77;SABADO;18:00;21:00
78;VIERNES;13:00;16:00
78;MIERCOLES;18:00;20:00
79;SABADO;08:00;10:00
79;LUNES;13:00;16:00
80;MARTES;14:00;17:00
80;SABADO;15:00;18:00
80;JUEVES;09:00;12:00
81;MARTES;11:00;14:00
81;SABADO;14:00;16:00
82;JUEVES;19:00;22:00
83;JUEVES;18:00;20:00
83;MIERCOLES;09:00;12:00
83;MARTES;13:00;15:00
84;SABADO;18:00;20:00
84;MARTES;11:00;13:00
85;MARTES;09:00;12:00
86;SABADO;14:00;16:00
86;LUNES;10:00;13:00
86;JUEVES;18:00;20:00
87;SABADO;08:00;11:00
87;VIERNES;11:00;13:00
87;JUEVES;15:00;17:00
88;SABADO;16:00;19:00
88;LUNES;08:00;10:00
88;MARTES;19:00;22:00
89;JUEVES;16:00;18:00
90;SABADO;18:00;21:00
90;MIERCOLES;11:00;14:00
91;VIERNES;13:00;15:00
92;MARTES;19:00;22:00
92;LUNES;10:00;13:00
93;MARTES;13:00;15:00
94;LUNES;18:00;21:00
94;VIERNES;15:00;17:00
94;JUEVES;17:00;20:00
95;JUEVES;14:00;17:00
95;VIERNES;18:00;20:00
96;JUEVES;11:00;13:00
97;JUEVES;13:00;16:00
98;MARTES;11:00;14:00
98;MIERCOLES;11:00;14:00
99;MARTES;08:00;10:00
99;MIERCOLES;14:00;16:00
99;VIERNES;09:00;11:00
100;LUNES;16:00;18:00
100;MARTES;13:00;15:00
100;MIERCOLES;14:00;17:00
101;LUNES;18:00;20:00
102;MIERCOLES;17:00;20:00
102;MARTES;14:00;16:00
102;VIERNES;14:00;16:00
103;MARTES;18:00;20:00
103;JUEVES;10:00;12:00
104;LUNES;13:00;15:00
104;JUEVES;19:00;21:00
105;SABADO;17:00;20:00
106;JUEVES;08:00;10:00
106;VIERNES;15:00;17:00
106;SABADO;08:00;11:00
107;MIERCOLES;09:00;11:00
107;LUNES;18:00;20:00
108;VIERNES;09:00;12:00
108;JUEVES;13:00;16:00
108;SABADO;11:00;13:00
109;JUEVES;09:00;11:00
109;LUNES;11:00;14:00
110;MARTES;16:00;19:00
110;MIERCOLES;10:00;12:00
111;SABADO;08:00;10:00
111;MIERCOLES;10:00;12:00
112;SABADO;19:00;22:00
113;MARTES;14:00;16:00
113;VIERNES;15:00;17:00
114;MIERCOLES;14:00;17:00
114;SABADO;08:00;10:00
114;LUNES;16:00;19:00
115;SABADO;11:00;14:00
116;SABADO;19:00;21:00
117;LUNES;08:00;10:00
117;VIERNES;18:00;20:00
117;MIERCOLES;10:00;13:00
118;MIERCOLES;09:00;11:00
118;JUEVES;08:00;11:00
118;LUNES;11:00;14:00
119;MIERCOLES;16:00;19:00
120;SABADO;10:00;13:00
120;MARTES;08:00;10:00
121;MARTES;14:00;17:00
121;JUEVES;16:00;19:00
122;MARTES;17:00;20:00
122;MIERCOLES;13:00;15:00
122;VIERNES;11:00;13:00
123;VIERNES;08:00;11:00
124;LUNES;18:00;21:00
124;JUEVES;13:00;15:00
125;SABADO;16:00;19:00
125;MARTES;09:00;12:00
125;VIERNES;18:00;21:00
126;MIERCOLES;09:00;12:00
126;MARTES;11:00;14:00
126;VIERNES;08:00;10:00
127;SABADO;09:00;12:00
127;MIERCOLES;08:00;10:00
127;VIERNES;13:00;15:00
128;MARTES;10:00;12:00
128;LUNES;16:00;18:00
128;JUEVES;13:00;15:00
129;JUEVES;19:00;22:00
129;VIERNES;17:00;19:00
129;LUNES;10:00;12:00
130;LUNES;11:00;13:00
131;LUNES;15:00;18:00
132;SABADO;11:00;13:00
132;LUNES;16:00;18:00
132;JUEVES;10:00;12:00
133;MIERCOLES;17:00;19:00
133;SABADO;15:00;17:00
133;LUNES;13:00;16:00
134;MARTES;10:00;12:00
135;JUEVES;11:00;13:00
136;SABADO;14:00;17:00
136;MARTES;18:00;20:00
136;JUEVES;16:00;18:00
137;SABADO;15:00;17:00
138;VIERNES;08:00;10:00
138;JUEVES;08:00;10:00
139;MARTES;08:00;11:00
140;MARTES;18:00;21:00
141;MIERCOLES;15:00;17:00
142;VIERNES;17:00;19:00
142;SABADO;14:00;16:00
142;MARTES;09:00;12:00
143;SABADO;11:00;13:00
143;MIERCOLES;15:00;18:00
143;LUNES;14:00;16:00
144;JUEVES;10:00;13:00
144;MARTES;14:00;17:00
145;MARTES;15:00;18:00
145;MIERCOLES;14:00;16:00
145;VIERNES;09:00;12:00
146;SABADO;08:00;10:00
146;VIERNES;10:00;13:00
146;MIERCOLES;16:00;18:00
147;SABADO;15:00;18:00
147;JUEVES;17:00;19:00
147;VIERNES;18:00;21:00
148;SABADO;17:00;19:00
148;MARTES;10:00;12:00
149;SABADO;13:00;16:00
150;JUEVES;16:00;18:00
150;VIERNES;15:00;18:00
150;MARTES;09:00;12:00
151;MARTES;11:00;14:00
152;MARTES;14:00;16:00
153;VIERNES;13:00;16:00
154;MIERCOLES;19:00;21:00
154;MARTES;13:00;15:00
154;SABADO;16:00;19:00
155;SABADO;18:00;20:00
155;JUEVES;17:00;20:00
156;MIERCOLES;15:00;18:00
157;SABADO;18:00;21:00
157;MIERCOLES;09:00;12:00
157;VIERNES;08:00;11:00
158;JUEVES;11:00;14:00
159;MARTES;10:00;12:00
159;MIERCOLES;19:00;22:00
160;SABADO;18:00;20:00
160;LUNES;18:00;20:00
161;MARTES;09:00;12:00
161;JUEVES;15:00;17:00
161;MIERCOLES;10:00;13:00
162;MIERCOLES;10:00;13:00
162;VIERNES;13:00;16:00
163;SABADO;08:00;11:00
163;JUEVES;09:00;12:00
163;LUNES;11:00;13:00
164;JUEVES;08:00;10:00
164;LUNES;17:00;19:00
165;LUNES;16:00;18:00
166;VIERNES;11:00;14:00
166;JUEVES;14:00;17:00
166;MARTES;08:00;10:00
167;MIERCOLES;09:00;12:00
167;VIERNES;09:00;12:00
168;MIERCOLES;17:00;19:00
169;JUEVES;19:00;21:00
169;VIERNES;15:00;18:00
169;MARTES;18:00;20:00
170;VIERNES;17:00;20:00
171;MARTES;08:00;11:00
171;MIERCOLES;14:00;16:00
171;LUNES;10:00;12:00
172;LUNES;17:00;19:00
172;MARTES;08:00;10:00
172;JUEVES;13:00;16:00
173;LUNES;10:00;13:00
173;JUEVES;14:00;16:00
174;MARTES;09:00;12:00
174;SABADO;18:00;20:00
175;SABADO;08:00;11:00
175;VIERNES;15:00;17:00
175;LUNES;11:00;13:00
176;JUEVES;16:00;18:00
176;LUNES;13:00;16:00
177;LUNES;19:00;22:00
178;SABADO;16:00;19:00
179;MIERCOLES;19:00;22:00
179;SABADO;09:00;12:00
179;JUEVES;08:00;11:00
180;MARTES;08:00;10:00
180;VIERNES;17:00;20:00
181;SABADO;13:00;15:00
181;VIERNES;17:00;19:00
182;MIERCOLES;10:00;12:00
182;MARTES;14:00;16:00
183;JUEVES;13:00;16:00
183;MIERCOLES;16:00;19:00
183;MARTES;18:00;21:00
184;MIERCOLES;09:00;12:00
184;SABADO;14:00;16:00
184;LUNES;08:00;11:00
185;MARTES;10:00;13:00
185;LUNES;15:00;17:00
186;MARTES;09:00;12:00
186;SABADO;18:00;20:00
186;VIERNES;10:00;12:00
187;LUNES;15:00;17:00
188;MARTES;09:00;12:00
188;SABADO;19:00;22:00
189;SABADO;19:00;22:00
189;JUEVES;13:00;16:00
190;JUEVES;08:00;11:00
191;VIERNES;17:00;19:00
191;LUNES;19:00;22:00
191;MIERCOLES;16:00;19:00
192;SABADO;17:00;19:00
192;MARTES;10:00;12:00
192;JUEVES;19:00;21:00
193;MIERCOLES;17:00;20:00
194;SABADO;17:00;19:00
194;VIERNES;10:00;12:00
195;LUNES;13:00;16:00
195;MIERCOLES;13:00;16:00
195;SABADO;10:00;13:00
196;VIERNES;09:00;12:00
196;SABADO;18:00;20:00
197;MARTES;09:00;11:00
197;VIERNES;19:00;22:00
198;JUEVES;13:00;16:00
199;JUEVES;16:00;19:00
199;SABADO;09:00;11:00
200;MIERCOLES;09:00;11:00
200;JUEVES;09:00;11:00
200;VIERNES;15:00;17:00
201;MARTES;17:00;19:00
201;LUNES;16:00;19:00
201;SABADO;16:00;19:00
202;LUNES;14:00;17:00
203;VIERNES;17:00;19:00
204;SABADO;08:00;10:00
204;VIERNES;16:00;19:00
204;MARTES;19:00;22:00
205;MARTES;09:00;12:00
206;LUNES;08:00;11:00
207;VIERNES;14:00;16:00
208;LUNES;18:00;21:00
208;MIERCOLES;15:00;18:00
209;LUNES;19:00;22:00
209;VIERNES;18:00;20:00
209;SABADO;10:00;12:00
210;VIERNES;08:00;11:00
210;MARTES;13:00;16:00
211;MIERCOLES;13:00;16:00
211;LUNES;18:00;21:00
211;MARTES;17:00;19:00
212;MIERCOLES;16:00;19:00
212;MARTES;13:00;16:00
212;LUNES;10:00;13:00
213;SABADO;15:00;17:00
213;JUEVES;08:00;10:00
214;MIERCOLES;16:00;18:00
214;JUEVES;13:00;15:00
215;MARTES;10:00;13:00
216;MIERCOLES;11:00;13:00
217;JUEVES;19:00;21:00
217;MIERCOLES;16:00;19:00
217;SABADO;10:00;12:00
218;SABADO;15:00;17:00
218;VIERNES;13:00;16:00
219;LUNES;13:00;16:00
220;SABADO;11:00;14:00
220;LUNES;13:00;16:00
220;VIERNES;14:00;17:00
221;MIERCOLES;13:00;16:00
221;MARTES;15:00;18:00
222;VIERNES;08:00;10:00
222;MARTES;18:00;21:00
222;SABADO;16:00;18:00
223;MARTES;11:00;14:00
223;LUNES;17:00;19:00
223;SABADO;18:00;20:00
224;VIERNES;10:00;12:00
225;LUNES;16:00;18:00
225;JUEVES;11:00;14:00
226;JUEVES;17:00;20:00
227;LUNES;13:00;16:00
227;VIERNES;13:00;15:00
227;SABADO;17:00;20:00
228;MIERCOLES;14:00;16:00
228;VIERNES;13:00;16:00
229;MARTES;19:00;21:00
230;MIERCOLES;08:00;11:00
230;MARTES;19:00;22:00
230;VIERNES;10:00;13:00
231;SABADO;11:00;13:00
232;VIERNES;10:00;13:00
233;SABADO;13:00;15:00
233;LUNES;10:00;12:00
234;VIERNES;16:00;18:00
235;VIERNES;14:00;17:00
235;MIERCOLES;09:00;12:00
235;SABADO;11:00;13:00
236;VIERNES;18:00;20:00
236;MARTES;17:00;20:00
236;LUNES;18:00;20:00
237;SABADO;09:00;11:00
238;LUNES;19:00;21:00
238;MIERCOLES;08:00;10:00
238;MARTES;09:00;11:00
239;MIERCOLES;15:00;17:00
239;JUEVES;15:00;18:00
240;MIERCOLES;18:00;21:00
240;MARTES;16:00;19:00
241;MIERCOLES;15:00;17:00
242;LUNES;16:00;18:00
242;VIERNES;19:00;21:00
243;JUEVES;16:00;19:00
244;JUEVES;15:00;18:00
245;LUNES;15:00;18:00
245;JUEVES;08:00;10:00
246;MARTES;17:00;20:00
246;VIERNES;15:00;18:00
246;MIERCOLES;14:00;17:00
247;MARTES;14:00;16:00
247;MIERCOLES;16:00;19:00
247;SABADO;10:00;13:00
248;SABADO;19:00;22:00
249;MIERCOLES;15:00;18:00
249;LUNES;08:00;11:00
249;SABADO;15:00;18:00
250;LUNES;19:00;21:00
251;JUEVES;11:00;14:00
251;MARTES;19:00;21:00
251;MIERCOLES;13:00;16:00
252;MARTES;17:00;20:00
252;LUNES;08:00;11:00
253;SABADO;15:00;17:00
253;JUEVES;09:00;12:00
254;MARTES;17:00;20:00
255;MIERCOLES;14:00;16:00
255;SABADO;10:00;12:00
255;MARTES;10:00;13:00
256;SABADO;14:00;16:00
257;VIERNES;09:00;11:00
257;MARTES;14:00;17:00
257;LUNES;08:00;10:00
258;LUNES;15:00;17:00
258;JUEVES;13:00;16:00
259;VIERNES;10:00;12:00
260;SABADO;15:00;17:00
261;SABADO;10:00;12:00
261;LUNES;10:00;13:00
262;MARTES;11:00;13:00
262;SABADO;19:00;22:00
263;LUNES;19:00;21:00
263;MIERCOLES;18:00;20:00
263;SABADO;18:00;20:00
264;VIERNES;18:00;21:00
264;SABADO;15:00;18:00
264;JUEVES;19:00;22:00
265;VIERNES;18:00;21:00
265;LUNES;17:00;20:00
265;MIERCOLES;09:00;11:00
266;SABADO;16:00;19:00
266;MARTES;17:00;19:00
266;LUNES;11:00;14:00
267;VIERNES;10:00;13:00
267;SABADO;10:00;13:00
268;VIERNES;10:00;12:00
268;SABADO;17:00;19:00
268;MARTES;14:00;17:00
269;LUNES;11:00;13:00
269;MIERCOLES;11:00;14:00
269;VIERNES;14:00;16:00
270;JUEVES;19:00;22:00
270;MARTES;09:00;12:00
270;VIERNES;18:00;20:00
271;VIERNES;15:00;18:00
272;JUEVES;15:00;18:00
272;MIERCOLES;14:00;16:00
273;MARTES;15:00;18:00
273;VIERNES;18:00;20:00
273;LUNES;16:00;19:00
274;MIERCOLES;19:00;21:00
274;LUNES;08:00;10:00
275;MARTES;16:00;19:00
275;JUEVES;09:00;11:00
276;MIERCOLES;16:00;18:00
276;JUEVES;11:00;13:00
276;MARTES;16:00;18:00
277;MARTES;10:00;13:00
277;JUEVES;10:00;12:00
278;LUNES;08:00;10:00
279;MARTES;17:00;20:00
280;LUNES;15:00;18:00
281;LUNES;18:00;20:00
281;MIERCOLES;10:00;13:00
282;JUEVES;19:00;21:00
282;MIERCOLES;11:00;14:00
283;VIERNES;11:00;14:00
283;SABADO;15:00;17:00
284;SABADO;15:00;18:00
284;MIERCOLES;14:00;17:00
285;SABADO;14:00;16:00
285;JUEVES;16:00;19:00
286;MARTES;09:00;11:00
287;JUEVES;14:00;16:00
287;MARTES;11:00;13:00
287;MIERCOLES;13:00;15:00
288;MIERCOLES;17:00;20:00
288;SABADO;15:00;17:00
288;JUEVES;10:00;12:00
289;LUNES;14:00;17:00
290;JUEVES;15:00;18:00
291;JUEVES;15:00;17:00
291;LUNES;15:00;18:00
292;VIERNES;10:00;13:00
292;LUNES;14:00;16:00
293;SABADO;11:00;14:00
294;LUNES;09:00;11:00
295;VIERNES;16:00;18:00
295;SABADO;10:00;13:00
296;JUEVES;09:00;12:00
296;LUNES;10:00;12:00
296;MIERCOLES;10:00;13:00
297;JUEVES;10:00;13:00
298;JUEVES;14:00;17:00
299;SABADO;08:00;10:00
300;VIERNES;16:00;18:00
300;JUEVES;19:00;22:00
301;MIERCOLES;11:00;14:00
301;VIERNES;17:00;19:00
302;JUEVES;11:00;13:00
303;MARTES;08:00;10:00
303;JUEVES;18:00;21:00
303;MIERCOLES;18:00;21:00
304;LUNES;11:00;13:00
304;MARTES;14:00;17:00
304;JUEVES;15:00;17:00
305;VIERNES;19:00;22:00
305;SABADO;13:00;15:00
306;LUNES;18:00;21:00
306;SABADO;14:00;16:00
306;VIERNES;17:00;19:00
307;MARTES;14:00;16:00
307;JUEVES;15:00;17:00
308;SABADO;11:00;14:00
308;LUNES;18:00;20:00
309;LUNES;18:00;20:00
309;MIERCOLES;09:00;11:00
309;SABADO;10:00;13:00
310;JUEVES;18:00;21:00
310;SABADO;11:00;14:00
310;MARTES;17:00;19:00
311;JUEVES;19:00;21:00
312;SABADO;13:00;16:00
312;MIERCOLES;15:00;17:00
312;VIERNES;10:00;13:00
313;JUEVES;16:00;19:00
313;MIERCOLES;17:00;20:00
314;SABADO;16:00;19:00
314;MARTES;08:00;11:00
314;VIERNES;18:00;21:00
315;VIERNES;17:00;20:00
316;SABADO;10:00;13:00
316;LUNES;15:00;17:00
316;VIERNES;17:00;19:00
317;VIERNES;19:00;22:00
318;SABADO;09:00;12:00
319;MARTES;15:00;17:00
320;MARTES;18:00;21:00
320;MIERCOLES;13:00;16:00
320;LUNES;19:00;22:00
321;JUEVES;13:00;16:00
321;SABADO;16:00;19:00
322;JUEVES;19:00;21:00
322;SABADO;08:00;10:00
322;LUNES;13:00;15:00
323;MARTES;19:00;22:00
324;MIERCOLES;17:00;19:00
324;MARTES;13:00;15:00
325;JUEVES;18:00;20:00
325;MARTES;14:00;16:00
325;MIERCOLES;15:00;17:00
326;VIERNES;09:00;11:00
326;MARTES;18:00;20:00
326;MIERCOLES;10:00;13:00
327;MIERCOLES;10:00;12:00
327;VIERNES;18:00;20:00
328;JUEVES;10:00;13:00
329;MARTES;18:00;20:00
330;SABADO;08:00;10:00
330;JUEVES;15:00;18:00
330;LUNES;15:00;18:00
331;SABADO;09:00;12:00
331;JUEVES;15:00;17:00
331;LUNES;15:00;18:00
332;SABADO;18:00;20:00
333;VIERNES;09:00;11:00
333;SABADO;19:00;21:00
333;MARTES;16:00;18:00
334;MARTES;13:00;16:00
335;VIERNES;14:00;17:00
335;LUNES;08:00;10:00
336;SABADO;14:00;17:00
336;JUEVES;09:00;12:00
336;MARTES;13:00;16:00
337;MIERCOLES;14:00;17:00
337;LUNES;14:00;16:00
337;JUEVES;08:00;11:00
338;MARTES;13:00;16:00
338;SABADO;15:00;17:00
338;LUNES;15:00;17:00
339;MARTES;14:00;17:00
340;JUEVES;13:00;16:00
340;VIERNES;10:00;12:00
340;MIERCOLES;10:00;12:00
341;JUEVES;17:00;20:00
342;VIERNES;19:00;22:00
343;VIERNES;15:00;18:00
343;SABADO;13:00;16:00
343;LUNES;19:00;22:00
344;VIERNES;11:00;13:00
344;JUEVES;14:00;16:00
345;LUNES;17:00;20:00
346;SABADO;08:00;10:00
346;MIERCOLES;10:00;13:00
346;LUNES;19:00;21:00
347;MIERCOLES;09:00;11:00
348;LUNES;13:00;16:00
348;SABADO;09:00;12:00
348;JUEVES;19:00;22:00
349;MARTES;17:00;19:00
350;MARTES;15:00;18:00
350;SABADO;14:00;17:00
351;MIERCOLES;08:00;10:00
351;SABADO;10:00;13:00
351;VIERNES;14:00;16:00
352;MARTES;10:00;13:00
353;MARTES;13:00;15:00
353;MIERCOLES;11:00;13:00
354;MIERCOLES;15:00;18:00
355;LUNES;08:00;10:00
356;LUNES;18:00;20:00
357;SABADO;11:00;14:00
357;LUNES;10:00;12:00
358;MIERCOLES;13:00;15:00
358;LUNES;18:00;21:00
359;MARTES;09:00;12:00
360;LUNES;08:00;10:00
361;VIERNES;14:00;16:00
361;SABADO;18:00;21:00
361;JUEVES;15:00;17:00
362;SABADO;16:00;18:00
362;VIERNES;11:00;13:00
362;LUNES;13:00;15:00
363;MARTES;17:00;19:00
363;VIERNES;10:00;13:00
364;VIERNES;16:00;19:00
365;SABADO;13:00;15:00
365;MARTES;18:00;20:00
365;JUEVES;19:00;22:00
366;SABADO;10:00;13:00
367;SABADO;10:00;12:00
368;LUNES;08:00;10:00
368;MIERCOLES;08:00;11:00
368;SABADO;10:00;12:00
369;VIERNES;18:00;21:00
369;LUNES;13:00;15:00
369;SABADO;14:00;16:00
370;SABADO;17:00;19:00
371;VIERNES;15:00;18:00
371;MARTES;14:00;17:00
372;SABADO;16:00;18:00
372;MIERCOLES;18:00;21:00
373;MIERCOLES;17:00;19:00
374;LUNES;19:00;22:00
374;JUEVES;08:00;11:00
375;JUEVES;17:00;20:00
375;SABADO;16:00;19:00
375;MIERCOLES;14:00;16:00
376;JUEVES;19:00;22:00
377;VIERNES;08:00;11:00
378;MARTES;18:00;21:00
379;MIERCOLES;19:00;21:00
380;LUNES;13:00;15:00
380;SABADO;18:00;21:00
380;MARTES;15:00;17:00
381;MIERCOLES;19:00;21:00
381;MARTES;11:00;14:00
381;SABADO;13:00;16:00
382;MIERCOLES;19:00;22:00
382;SABADO;08:00;10:00
382;JUEVES;15:00;17:00
383;LUNES;15:00;17:00
384;JUEVES;15:00;17:00
384;VIERNES;13:00;16:00
384;SABADO;16:00;18:00
385;VIERNES;18:00;21:00
385;MARTES;13:00;16:00
386;LUNES;10:00;13:00
387;MIERCOLES;14:00;16:00
387;VIERNES;09:00;12:00
387;JUEVES;10:00;13:00
388;MARTES;19:00;22:00
389;MIERCOLES;19:00;21:00
389;LUNES;14:00;17:00
390;JUEVES;17:00;20:00
391;VIERNES;11:00;13:00
391;LUNES;14:00;17:00
391;JUEVES;13:00;15:00
392;JUEVES;17:00;19:00
392;VIERNES;13:00;16:00
392;MIERCOLES;14:00;17:00
393;JUEVES;14:00;17:00
393;MARTES;15:00;17:00
393;LUNES;18:00;21:00
394;MIERCOLES;18:00;20:00
394;JUEVES;17:00;20:00
394;SABADO;09:00;12:00
395;JUEVES;13:00;16:00
396;SABADO;11:00;13:00
397;MIERCOLES;18:00;21:00
397;VIERNES;08:00;11:00
397;JUEVES;11:00;14:00
398;MIERCOLES;16:00;19:00
399;MIERCOLES;11:00;13:00
400;MARTES;08:00;10:00
400;VIERNES;14:00;16:00
401;MIERCOLES;14:00;17:00
401;JUEVES;10:00;13:00
402;VIERNES;15:00;18:00
403;LUNES;17:00;20:00
404;VIERNES;10:00;12:00
404;JUEVES;10:00;12:00
405;MARTES;19:00;21:00
405;JUEVES;17:00;19:00
406;LUNES;11:00;13:00
406;SABADO;18:00;20:00
407;SABADO;09:00;12:00
408;JUEVES;16:00;18:00
408;MIERCOLES;19:00;22:00
408;SABADO;13:00;16:00
409;LUNES;17:00;20:00
410;VIERNES;09:00;12:00
411;LUNES;16:00;19:00
411;JUEVES;14:00;17:00
412;MARTES;17:00;20:00
412;JUEVES;14:00;16:00
413;MARTES;08:00;10:00
413;SABADO;08:00;10:00
413;JUEVES;11:00;14:00
414;LUNES;13:00;15:00
415;SABADO;11:00;14:00
415;JUEVES;14:00;16:00
416;MIERCOLES;13:00;16:00
416;LUNES;10:00;12:00
417;JUEVES;19:00;22:00
417;MARTES;15:00;17:00
417;LUNES;16:00;18:00
418;VIERNES;11:00;13:00
419;JUEVES;18:00;20:00
420;MARTES;11:00;14:00
420;SABADO;10:00;12:00
421;VIERNES;10:00;12:00
422;JUEVES;16:00;18:00
422;MIERCOLES;15:00;18:00
423;MARTES;09:00;11:00
423;SABADO;10:00;12:00
423;VIERNES;19:00;21:00
424;MARTES;18:00;21:00
425;SABADO;08:00;11:00
425;LUNES;17:00;19:00
425;JUEVES;15:00;18:00
426;LUNES;18:00;20:00
427;MIERCOLES;09:00;11:00
428;MARTES;16:00;19:00
428;SABADO;13:00;16:00
429;VIERNES;19:00;22:00
429;MARTES;15:00;17:00
429;JUEVES;09:00;11:00
430;VIERNES;08:00;10:00
430;SABADO;15:00;17:00
431;MARTES;11:00;13:00
431;SABADO;11:00;13:00
431;MIERCOLES;11:00;13:00
432;VIERNES;09:00;11:00
432;MARTES;11:00;14:00
433;MIERCOLES;18:00;20:00
434;VIERNES;13:00;16:00
435;MARTES;08:00;10:00
435;VIERNES;14:00;17:00
435;LUNES;15:00;18:00
436;MIERCOLES;13:00;16:00
436;MARTES;11:00;14:00
436;JUEVES;18:00;20:00
437;JUEVES;13:00;16:00
437;MIERCOLES;17:00;20:00
438;SABADO;16:00;18:00
438;JUEVES;16:00;19:00
439;LUNES;14:00;17:00
439;MIERCOLES;11:00;13:00
440;JUEVES;13:00;15:00
440;MIERCOLES;09:00;11:00
441;MIERCOLES;17:00;19:00
